,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28
Belém do Brejo do Cruz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,1,0,0,4,0,0,0,3,0,0,1,0,0,0,0,1,1,0,1,3,0,1,0,0,0,2,3,0,0,0,1,9,1,0
Serra Grande,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Queimadas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,11,0,0,4,4,0,0,3,1,0,0,16,9,10,3,28,0,-1,3,3,8,25,18,2,0,14,21,18,20,24,0,2,16,25,0,29,21,4,5,17,22,18,31,5,24,-4,18,12,26,29,19,1,4,22,25,25,10,18,0,-7,16,11,19,2,18,0,0,35,14,13,12,17,1,4,13,20,19,45,0,1,1,20,18,10,20,7,2,1,21,20,16,16,13,0,0,13,8,12,13,4,2,-2,15,27,5,4
Bananeiras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,5,0,0,0,1,2,3,0,0,1,0,0,1,0,0,1,5,4,0,0,5,5,2,0,1,0,3,2,3,1,0,0,0,4,4,0,6,1,0,3,2,2,1,3,0,0,0,1,3,0,2,3,0,0,8,2,3,1,0,1,0,3,4,2,1,0,0,6,0,0,4,12,8,0,0,2,7,8,1,6,2,-1,4,0,0,5,4,1,0,10,9,17,6,19,3,1,5,11,13,8,6,0,8,12,12,9,9
Mãe d'Água,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,2,0,0,0,0,0,0,0,1,0,-2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Triunfo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,1,0,0,1,0,0,2,0,2,1,1,0,0,6,0,2,2,1,1,0,2,2,0,0,0,0,1,5,4,0,1,0,0,0,2,1,0,2,5,1,-1,3,1,3,2,0,0,0,3,0,2,4,4,0,0,2,-1,2,0
São José do Sabugi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,31,0,4,0,0,0,11,18,-24,2,3,5,-1,8,0,0,1,3,3,0,3,8,5,0,0,2,1,0,0,7,0,0,6,0,12,12,7,2,1,4,1,1,0,0,3,16,-1,5,0,0,0,0,1,0,0,5,0,0,0,2,4,1,6,0,0,0,1,3,1,2,0,0,0,3,0,0,1,0,0,1,8,5,0,4,3,0,0,4,1,1,0,0,0,3,1,9,0,3,0,0,0,4,11,0,1
Cajazeiras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,3,5,-3,0,2,1,1,4,0,0,1,3,2,3,2,0,0,0,6,5,2,1,1,0,0,8,8,12,5,9,4,6,12,10,8,6,11,0,5,22,22,10,7,20,-3,13,21,19,0,30,26,13,7,42,22,14,24,22,5,5,35,35,29,13,32,13,6,42,25,28,19,28,17,11,42,30,34,20,56,9,6,26,21,-46,27,30,14,37,31,27,15,38,13,11,4,22,20,16,21,19,5,5,27,6,13,3,18,18,16,28,19,15,18,9,8,12,15,-3,7,11
Santa Luzia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,3,0,0,0,1,10,2,0,0,6,1,2,0,4,15,-8,2,4,4,0,9,5,11,3,6,0,1,15,6,8,4,5,0,0,4,2,0,15,4,0,0,5,8,0,0,1,1,0,3,2,5,1,1,0,0,2,2,2,1,1,0,0,1,4,1,0,1,0,0,0,4,0,4,4,2,0,1,1,1,1,0,0,0,0,11,0,1,3,0,0,5,5,0,8,3,0,0,6,3,1,0,0,0,0,1,8,2,0
Areia de Baraúnas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Juarez Távora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,3,0,1,3,0,0,3,0,2,5,0,0,0,8,0,7,4,2,0,0,7,3,1,0,7,0,0,5,2,0,12,5,0,0,17,0,0,12,14,0,0,0,14,9,10,5,0,0,12,11,9,8,6,0,0,7,7,0,0,0,0,0,0,6,11,0,4,0,0,6,3,0,6,0,0,0,8,1,0,0,12,0,0,2,0,9,0,6,0,0,0,0,0,1,0,0,3,56,46,3,11
Catolé do Rocha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,5,0,0,4,5,2,8,1,6,2,5,0,7,2,6,0,2,4,1,4,0,1,3,4,5,2,5,6,0,5,3,1,5,9,2,7,7,8,1,2,12,5,2,0,3,0,-1,3,3,0,5,4,0,1,7,3,8,2,0,0,0,11,8,1,3,5,-3,0,2,6,2,8,2,5,-1,9,10,13,4,5,1,1,9,12,3,7,10,0,3,6,9,10,4,5,0,0,11,7,7,7
Jericó,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,2,-1,0,0,0,0,3,1,0,1,0,1,6,0,0,5,1,0,0,5,0,3,0,0,0,0,0,0,1
Remígio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,3,1,1,4,1,0,1,3,4,0,0,4,0,0,2,2,7,1,2,0,0,3,0,4,4,27,7,3,5,5,3,2,1,1,6,-1,2,0,9,5,0,1,6,2,3,0,6,0,0,1,7,5,1,0,0,0,6,8,5,1,3,0,0,2,1,1,5,0,0,0,0,14,1,2,4,1,0,4,3,2,0,0,1,0,5,1,0,0,0,0,0,-1,6,1,1,-2,0,0,3,1,1,1,3,0,0,2,2,0,0
Serra da Raiz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,-1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,2,3,0,0,0,0,0,3,0,2,3,1
Lastro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1
Mataraca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,2,0,2,0,6,4,-1,1,0,0,0,0,1,5,1,0,1,0,0,6,4,0,10,3,1,3,5,0,7,1,1,0,4,4,0,1,0,0,0,1,0,4,0,18,0,9,2,1,3,1,0,0,4,0,0,0,0,1,0,16,4,-2,0,0,2,0,0,3,0,0,0,1,0,0,4,1,1,7,0,0,0,2,0,1,1,0,0,0,1,35,5,0,2,0,0,-1,0,3,0
Assunção,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,0,0,8,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,2,3,2,1,1,0,0,1,3,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
Boa Vista,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,12,3,3,3,3,0,0,2,1,3,2,4,1,2,0,0,1,0,1,0,1,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,1,4,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,1,3,4,0,0,0,3,1,0,0,1,0,0,1,0,4,-1,4,0,0,7,3,0,3,2,0,0,0,0,0,-1
Pombal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,6,0,1,0,8,0,-1,0,5,5,9,11,10,0,1,5,0,7,4,4,1,0,6,0,1,1,7,0,5,1,1,0,4,0,0,0,24,2,2,2,8,0,0,2,5,1,7,1,1,0,1,8,1,0,13,0,-2,15,1,9,23,5,0,0,10,20,2,13,5,0,0,0,23,24,25,5,1,1,11,14,6,33,5,1,1,18,10,8,0,2,0,0,31,11,1,8,6,0,0,8,20,13,7
Pocinhos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-2,0,1,0,2,0,0,1,0,3,0,0,0,1,0,0,1,2,1,4,3,0,1,0,5,0,2,4,1,1,3,5,2,0,3,0,0,0,7,1,4,2,0,0,0,3,0,2,1,0,0,2,0,5,2,1,0,0,7,5,2,1,2,1,0,3,7,1,8,3,0,0,5,6,0,2,4,0,0,3,2,1,6,4,0,0,6,4,2,-1,2,0,0,11,8,0,12
Sossêgo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Caraúbas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,3,0,0,4,0,0,0,0,2,1,8,1,0,0,2,0,0,0,3,0,0,-2,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0
Gado Bravo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,1,6,0,0,3,0,-2,0,1,8,-1,2,0,0,0,0,11,1,7,0,0,0,0,6,0,1,0,0,0,0,1,0,2,0,0,0,1,2,0,5,0,1,0,0,4,0,4,0,4,0,0,3,0,1,1,0,-1,0,0,0,0,0,0,0,0,3,0,5,1,1,0,0,5,0,3,0,0,-1,0,0,-3,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,3,0,1
Santo André,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casserengue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,1,0,0,0,0,11,1,3,1,0,7,10,5,5,2,0,0,14,6,0,7,7,0,0,6,0,0,5,3,0,0,1,14,7,2,10,1,0,5,2,2,3,5,0,0,8,0,7,0,0,0,0,1,10,3,3,6,0,0,10,6,0,4,0,0,0,4,13,0,32,0,0,1,7,3,0,12,10,0,0,1,32,6,0,4,0,0,3,1,1,8
Capim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,3,0,0,0,0,12,0,1,2,0,0,1,10,1,0,4,1,0,0,5,0,0,8,0,0,0,11,0,0,0,1,1,7,0,0,19,0,-1,0,0,2,5,3,0,0,0,1,0,0,2,0,0,18,0,6,0,0,0,0,3,0,0,0,0,0,0,0,1,1,5,0,0,0,0,3,0,1,1,0,0,0,1,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,4,0,0,0
Poço Dantas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,4,1,0,0,0,0,0,3,4,0,0,0,1,0,0,1,1
Amparo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,5,0,0,0,1,0,0,0,0,4,-4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0,1,4,2,0,3,8,0,14,2,0,0,3,0,5,9,1,0,4,1,1,2,13,10,6,9,-1,8,7,7,10,11,6,1,3,-2,17,11,4,8,6,3,4,13,1,33,7,0,19,4,1,20,24,9,0,2,25,1,30,23,13,3,5,41,64,15,29,0,5,4,37,23,21,68,0,1,1,27,42,46,5,9,1,32,38,32,12,-3,-1,1,0,23,4,5,18,2,0,0,32,5,4,5,8,1,6,17,5,5,2,6,0,0,3,4,6,0
Parari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lucena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,1,3,2,0,0,1,0,6,5,1,5,0,0,0,11,0,0,0,0,10,1,1,2,0,0,0,0,5,26,0,9,0,0,0,-1,4,0,1,0,0,35,7,0,0,0,2,0,0,8,4,1,8,2,6,2,1,7,5,5,2,0,0,11,4,7,4,1,0,1,15,1,5,1,1,1,2,0,31,8,7,4,0,0,2,21,6,12,-2,1,1,1,8,0,3,2,0,1,8,-1,7,0,24,0,1,0,6,7,14,4,0,4,5,7,4,4
São Domingos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,1,1,2,0,0
Cruz do Espírito Santo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,2,1,2,4,4,4,0,1,3,0,9,24,0,6,13,3,6,0,0,0,0,7,8,-5,4,0,3,7,2,2,14,1,4,3,3,1,2,0,15,5,0,2,1,2,0,-1,1,-1,0,14,0,0,0,0,1,1,0,0,0,1,1,4,0,4,1,34,7,2,0,3,3,1,1,2,1,0,1,1,2,2,7,1,0,0,2,2,-1,0,0,0,1,1,3,0,0,0,9,2,4,-19,2,0,13,0,-1,-1,0,2,0,0,6,0,0,0,0,0
Ibiara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,6,-5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,-1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,2,2,0,1,0,0,0,6,3,3,0,0,0,0,3,1,0,4,0,0,0,4,2,0,0,3,0,0,9,2,3,1,2,0,0,4,4,4,0,0,0,0,8,1,-1,0
Curral de Cima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,2,-3,1,-1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0
Gurjão,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,0,2,-1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,1,0,0,0
Mogeiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,4,0,0,1,6,4,1,5,0,0,0,4,1,1,0,17,2,0,3,1,0,1,4,4,0,3,2,0,7,0,3,0,2,3,0,2,6,4,0,2,4,3,0,6,1,0,0,4,2,2,7,0,1,1,0,2,1,8,0,1,1,2,0,1,2,0,1,2,4,0,0,2,5,0,2,1,1,2,22,6,0,1,9,2,-1,5
Monte Horebe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,0,2,0,0,0,0,2,3,3,3,-3,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,6,5,0,0,1,1,1,0,0,0,1,1,2,1,0
Cuitegi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,11,0,0,0,13,3,12,2,3,1,-7,-3,4,2,0,2,1,5,1,1,0,0,3,0,3,3,0,1,0,5,1,0,5,7,1,2,4,1,1,8,6,0,0,16,3,12,2,15,0,1,7,0,12,0,14,0,0,16,3,16,2,16,0,0,9,1,7,19,0,0,12,8,18,3,12,1,0,0,7,5,0,22,8,0,0,7,0,0,7,0,0,2,6,0,3,0,0,1,0,1,0,-2,0
